Project Name,Project Link,Parent Category,Category Name,Location,Currency,Goal Amount,Pledged Amount,Percent Funded,Duration,Days Left,Description Length,Risk Desc Count,Is Project We Love,Image Count,Video Count,Success
"Help Us Film Our Made-for-Streaming Comedy ""UIU""",https://www.kickstarter.com/projects/uiu/help-us-film-our-made-for-streaming-comedy-uiu?ref=discovery,Film & Video,Comedy,USA,USD,20000.0,1353.0,6,60,19,132,2022,0,26,0,0
Help Us Publish The Flavor Seed Organic Seasonal Cookbook,https://www.kickstarter.com/projects/flavorseed/help-us-publish-the-flavor-seed-organic-seasonal-cookbook?ref=discovery,Food,Cookbooks,USA,USD,5000.0,1619.0,32,30,7,100,842,1,33,1,0
Help us to finish our art marketplace website,https://www.kickstarter.com/projects/ravogallery/help-us-to-finish-our-art-marketplace-website?ref=discovery,none,Art,USA,USD,3500.0,1.0,0,60,45,129,966,0,11,0,0
Hemp is the Future of Fibre,https://www.kickstarter.com/projects/kfl8/hemp-is-the-future-of-fibre?ref=discovery,Fashion,Apparel,AU,AUD,30000.0,6.32,0,20,14,115,901,0,10,0,0
HERD OF BEASTS 8 - DINOSAURS 1,https://www.kickstarter.com/projects/lostdreams/herd-of-beasts-8?ref=discovery,Games,Tabletop Games,Argentina,USD,200.0,3467.0,1733,15,19,93,153,0,105,1,1
Here Comes CALICO - MANGA Vol 2,https://www.kickstarter.com/projects/sigmacomics/here-comes-calico-manga-vol-2?ref=discovery,Comics,Graphic Novels,USA,USD,3000.0,772.0,25,31,31,107,382,0,39,1,0
"Here comes the ""Sun""-An Oolong Guru Project",https://www.kickstarter.com/projects/945505192/here-comes-the-sun-an-oolong-guru-project?ref=discovery,Music,Indie Rock,USA,USD,6300.0,826.0,13,30,8,127,1437,0,21,0,0
HexTerrain - printable gaming board,https://www.kickstarter.com/projects/cappel/hexterrain-printable-gaming-board?ref=discovery,Games,Tabletop Games,Germany,EUR,1000.0,8054.0,805,30,21,73,47,0,23,1,1
Hidden Hawick: A Treasure Hunt,https://www.kickstarter.com/projects/dafidesign/hidden-hawick-a-treasure-hunt?ref=discovery,Games,Live Games,UK,GBP,2600.0,202.0,7,30,30,130,259,0,22,1,0
High Life Luxury Goods: Core Collection,https://www.kickstarter.com/projects/highlifeluxurygoods/high-life-luxury-goods-core-collection?ref=discovery,Design,Product Design,USA,USD,20000.0,6031.0,30,30,16,134,1496,0,31,0,0
Highline Vocal Jazz - Debut Studio Album,https://www.kickstarter.com/projects/highlinevocaljazz/highline-vocal-jazz-debut-studio-album?ref=discovery,Music,Jazz,USA,USD,15000.0,15483.0,103,29,26,110,275,1,16,1,1
HILL OF GRACE,https://www.kickstarter.com/projects/hillofgrace/hill-of-grace?ref=discovery,Publishing,Children's Books,USA,USD,3000.0,21.0,0,45,10,43,60,0,17,1,0
History Art Metal,https://www.kickstarter.com/projects/artmetal/history-tokens?ref=discovery,Design,Product Design,Ukraine,USD,3000.0,3084.0,102,23,17,135,1449,0,58,1,1
History of Spatial Engineering during Cold War in USA,https://www.kickstarter.com/projects/1360566505/history-of-spatial-engineering-during-cold-war-in-usa?ref=discovery,Publishing,Nonfiction,Belgium,EUR,33000.0,16.0,0,60,47,109,1003,0,14,0,0
Hitch,https://www.kickstarter.com/projects/nomadlabs/hitch-0?ref=discovery,Design,Product Design,USA,USD,6500.0,1248.0,19,30,29,99,643,0,41,1,0
HNNY: Metal Wall Art - Minimalistic Line Art Home Decor.,https://www.kickstarter.com/projects/hnny/hnny-metal-wall-art-minimalistic-line-art-home-decor?ref=discovery,Design,Product Design,UK,GBP,1500.0,71.0,4,39,33,126,1381,0,11,0,0
Holdi3.0 : Everyday Elastic minimal slim wallet card holder,https://www.kickstarter.com/projects/911965602/holdi30-everyday-elastic-minimal-slim-wallet-card-holder?ref=discovery,Design,Product Design,Hong Kong,HKD,10000.0,43275.0,432,58,22,135,809,0,90,1,1
HOLLY | Episode 2: “BRANCH”,https://www.kickstarter.com/projects/mellevolant/holly-episode-2-branch?ref=discovery,Film & Video,Webseries,Canada,CAD,32800.0,363.29,1,60,23,130,1834,0,14,1,0
Holographic Hummingbird Deck Poker Size on Linen Air Stock!,https://www.kickstarter.com/projects/capricorncreations/foil-hummingbird-deck-limited-edition-5000?ref=discovery,Games,Playing Cards,USA,USD,6000.0,823.0,13,45,20,83,229,0,23,1,0
Holy Guacamole,https://www.kickstarter.com/projects/cardschristianslike/holy-guacamole-0?ref=discovery,Games,Tabletop Games,USA,USD,12500.0,30032.0,240,30,37,31,357,0,28,1,1
Homefire Tea & Botanicals - Pour A Cup Of Comfort,https://www.kickstarter.com/projects/homefire/homefire-tea-and-botanicals-pour-a-cup-of-comfort?ref=discovery,Food,Drinks,USA,USD,1500.0,5716.0,381,31,5,65,676,1,27,1,1
HOMIVERSE : METAVERSE MOBILE made in Unreal Engine 5,https://www.kickstarter.com/projects/hominids/homiverse-metaverse-mobile-made-in-unreal-engine-5?ref=discovery,Games,Mobile Games,France,EUR,7500.0,1.0,0,14,7,114,2466,0,9,2,0
Honeydukes cart pin,https://www.kickstarter.com/projects/neelune/honeydukes-cart-pin?ref=discovery,Design,Product Design,France,EUR,950.0,601.0,63,25,18,38,66,0,13,1,0
Honkai Impact 3rd Enamel Pin,https://www.kickstarter.com/projects/enbycryptidcats/honkai-impact-3rd-enamel-pin?ref=discovery,Art,Illustration,USA,USD,1500.0,1.0,0,60,52,38,740,0,18,0,0
Honour & Duty: Episode 2,https://www.kickstarter.com/projects/honourandduty/honour-and-duty-episode-2?ref=discovery,Film & Video,Drama,UK,GBP,1200.0,126.0,10,59,28,123,605,0,16,1,0
"Hoo Hoo, Peekaboo: The Tawny Frogmouth who won't go to bed!",https://www.kickstarter.com/projects/dragonfly-publishing/hoo-hoo-peekaboo-the-tawny-frogmouth-who-wont-go-to-bed?ref=discovery,Publishing,Children's Books,AU,AUD,1900.0,126.32,6,16,9,76,147,0,9,0,0
Horace & Buggie,https://www.kickstarter.com/projects/1237563042/horace-and-buggie?ref=discovery,Comics,Comic Books,USA,USD,2000.0,411.0,20,30,28,44,507,0,14,1,0
Horny and Dangerous NSFW STL files 75mm scale,https://www.kickstarter.com/projects/masterofprints/horny-and-dangerous-nsfw-stl-files-75mm-scale?ref=discovery,Games,Tabletop Games,Spain,EUR,100.0,543.0,543,20,16,62,52,0,19,0,1
Hot & Cold: A Short Horror Film,https://www.kickstarter.com/projects/blueview/hot-and-cold-a-short-horror-film?ref=discovery,Film & Video,Horror,USA,USD,4000.0,426.0,10,32,18,127,32,0,7,1,0
"How Do I Get Booked and Blessed"" - A Podcast for EVERY Actor",https://www.kickstarter.com/projects/helpdivine/how-do-i-get-booked-and-blessed-a-podcast-for-every-actor?ref=discovery,Publishing,Radio & Podcasts,USA,USD,5000.0,51.0,1,60,41,125,1434,0,7,0,0
How the Firefly Got Its Glow,https://www.kickstarter.com/projects/michaelyakutis/how-the-firefly-got-its-glow?ref=discovery,Publishing,Children's Books,USA,USD,7777.0,1142.0,14,30,3,60,237,0,33,1,0
How to build tabletop terrain: Tools & Materials,https://www.kickstarter.com/projects/tabletopworkshop/how-to-build-tabletop-terrain-tools-and-materials?ref=discovery,Games,Tabletop Games,Germany,EUR,200.0,4977.0,2488,18,4,129,331,0,23,0,1
How to End Up in Jail - an animated musical comedy,https://www.kickstarter.com/projects/tylerhgold/how-to-end-up-in-jail-an-animated-musical-comedy?ref=discovery,Film & Video,Animation,Canada,CAD,10000.0,1.29,0,60,49,135,1655,0,7,1,0
How to Launch a Successful Spiritual/Psychic Business,https://www.kickstarter.com/projects/scriptingromance/how-to-launch-a-successful-spiritual-psychic-business?ref=discovery,Publishing,Nonfiction,USA,USD,1000.0,841.0,84,60,7,74,1038,0,15,1,0
How To Talk Australians: The Movie,https://www.kickstarter.com/projects/highwaytohell/how-to-talk-australian?ref=discovery,Film & Video,Comedy,AU,AUD,25000.0,1823.32,7,30,6,15,494,0,15,1,0
Huck Phinn Outpost: Workshop + Lounge,https://www.kickstarter.com/projects/huckphinn/huck-phinn-outpost-workshop-lounge?ref=discovery,Fashion,Accessories,USA,USD,3500.0,6427.0,183,15,6,55,460,0,15,1,1
HUMA: 100% Recycled Cotton T-shirts for Sustainable Fashion,https://www.kickstarter.com/projects/humaclothing/huma-100-recycled-cotton-t-shirts-for-sustainable-fashion?ref=discovery,Fashion,Apparel,Italy,EUR,4500.0,2.0,0,60,51,60,1649,0,7,0,0
Huntaddiction,https://www.kickstarter.com/projects/ribeiro/huntaddiction-game?ref=discovery,Games,Video Games,USA,EUR,1000.0,1.0,0,30,12,127,1371,0,17,1,0
Hunters Camp | 3D Printable STL Files & Terrain for TTRPG,https://www.kickstarter.com/projects/theforgeofmanythings/rpg-camp-site-mystery?ref=discovery,Games,Tabletop Games,UK,GBP,400.0,2966.0,741,30,9,121,193,0,40,1,1
Hydra of The Chaldean,https://www.kickstarter.com/projects/z-kino/hydra-of-the-chaldean?ref=discovery,Games,Tabletop Games,USA,USD,1000.0,846.0,84,15,9,78,548,0,19,0,0
HydraLamp: a modern solution to bedside hydration,https://www.kickstarter.com/projects/hidsips/hydralamp-a-modern-solution-to-bedside-hydration?ref=discovery,Design,Interactive Design,USA,USD,12500.0,17511.69,140,30,15,111,953,0,72,1,1
Hyena Neck: The All-in-One Neck Exercise Harness,https://www.kickstarter.com/projects/hyenaneck/hyena-neck-the-all-in-one-neck-exercise-harness?ref=discovery,Design,Product Design,Canada,CAD,5000.0,1344.29,26,30,18,132,902,0,18,1,0
HYPERBOREA RPG Map,https://www.kickstarter.com/projects/jeffreytalanian/hyperborea-map?ref=discovery,Games,Tabletop Games,USA,USD,500.0,15340.0,3068,21,18,53,328,0,20,0,1
"I Bring the Fire EXCLUSIVE Hardcover - Loki, Myth, & Mayhem",https://www.kickstarter.com/projects/cgockel/i-bring-the-fire-exclusive-hardcover-loki-myth-and-mayhem?ref=discovery,Publishing,Fiction,USA,USD,500.0,6049.0,1209,17,9,116,664,0,40,0,1
I Now Pronounce You.. customized wedding game,https://www.kickstarter.com/projects/aoegames/i-now-pronounce-you-customized-wedding-game?ref=discovery,Games,Tabletop Games,Canada,CAD,5000.0,194.29,3,45,9,135,267,0,16,0,0
I Was There and I Remember issues 1 and 2,https://www.kickstarter.com/projects/17217803/i-was-there-and-i-remember-issues-1-and-2?ref=discovery,Comics,Comic Books,USA,USD,1000.0,2023.0,202,21,12,128,73,1,30,1,1
"i-HUBIX, 7-IN-1 USB-C Charging Dock Keeps Troubles Away",https://www.kickstarter.com/projects/100w-hub/i-hubix-docking-and-charging-solution-for-macbook-pro-air?ref=discovery,Technology,Gadgets,Hong Kong,HKD,20000.0,43246.0,216,30,22,99,352,0,33,1,1
i-MANTA2: Make Your Screen Interactive,https://www.kickstarter.com/projects/1610817465/i-manta2-make-your-screen-interactive?ref=discovery,Technology,Gadgets,USA,USD,5000.0,33602.0,672,37,3,49,134,0,53,1,1
I'll See You In The End - An Album About Grief And Joy,https://www.kickstarter.com/projects/good-as-hell/ill-see-you-in-the-end-an-album-about-grief-and-joy?ref=discovery,Music,Indie Rock,USA,USD,8500.0,2141.0,25,45,26,130,904,0,13,1,0
I'm Exhausted: A pregnancy and parenting podcast,https://www.kickstarter.com/projects/marcelargomez/im-exhausted-a-pregnancy-and-parenting-podcast?ref=discovery,Publishing,Radio & Podcasts,USA,USD,20000.0,11.0,0,30,14,129,661,0,7,0,0
I'm Kayden and I have JIA,https://www.kickstarter.com/projects/kaydenbookjia/im-kayden-and-i-have-jia?ref=discovery,Publishing,Children's Books,USA,USD,2900.0,1247.0,43,60,40,37,289,0,7,1,0
I'm Not Really Here,https://www.kickstarter.com/projects/teporingoproductions/im-not-really-here?ref=discovery,Film & Video,Shorts,Mexico,MXN,10000.0,6418.8,64,56,10,27,256,0,7,1,0
Ian Gibson's LIFEBOAT,https://www.kickstarter.com/projects/the77comic/lifeboat-by-ian-gibson?ref=discovery,Comics,Graphic Novels,UK,GBP,4000.0,17678.0,441,44,18,20,596,0,38,0,1
IceTic: World’s Smartest & Best-Performing Ice Tray System,https://www.kickstarter.com/projects/icetic/icetic-worlds-smartest-and-best-performing-ice-tray-system?ref=discovery,Design,Product Design,Canada,CAD,13519.0,6851.29,50,30,4,116,509,0,34,3,0
iFramix- Bring Old iPads Back to Life,https://www.kickstarter.com/projects/iframix/iframix-give-your-old-ipad-new-life?ref=discovery,Design,Product Design,Hong Kong,HKD,7836.0,1608440.0,20526,60,31,117,795,1,70,1,1
IL NOME DELLE DONNE,https://www.kickstarter.com/projects/1112300515/il-nome-delle-donne?ref=discovery,Music,Pop,Italy,EUR,1500.0,6.0,0,40,24,77,565,0,7,0,0
Illuminate your beauty with LUMILD®,https://www.kickstarter.com/projects/502779481/illuminate-your-beauty-with-lumild?ref=discovery,Fashion,Accessories,Italy,EUR,5500.0,1.0,0,60,42,92,744,0,20,1,0
Illuminate your online activity with mi-inta from US$49,https://www.kickstarter.com/projects/1459015100/illuminate-your-online-activity-with-mi-inta?ref=discovery,Technology,Hardware,AU,AUD,11250.0,8169.32,72,30,22,135,352,0,28,1,0
Illustrated coloring book for children,https://www.kickstarter.com/projects/tusztusz/illustrated-coloring-book-for-children?ref=discovery,Publishing,Children's Books,Poland,EUR,5000.0,123.0,2,50,16,134,357,0,21,1,0
ilo+milo 2.0: The Future of Sustainable Kitchen Design,https://www.kickstarter.com/projects/426262990/ilo-milo-20-the-future-of-sustainable-kitchen-design?ref=discovery,Design,Architecture,Italy,EUR,20000.0,566.0,2,30,27,121,2590,0,13,0,0
IMMAY - Horror & Fantasy Visual Novel powered by AI,https://www.kickstarter.com/projects/solsticend/immay-horror-and-fantasy-visual-novel-powered-by-ai?ref=discovery,Games,Video Games,UK,GBP,5000.0,121.0,2,40,25,130,777,0,20,1,0
Immersive Tabletop Techniques Book By: Jay Booth,https://www.kickstarter.com/projects/immersiveterrain/immersive-tabletop-techniques-book-by-jay-booth?ref=discovery,Publishing,Nonfiction,Canada,CAD,1500.0,1581.29,105,60,26,51,379,0,9,0,1
IMMORTAL VISION STUDIO COMMUNITY WEEKEND,https://www.kickstarter.com/projects/communityweekend/immortal-vision-studio-community-weekend?ref=discovery,Photography,People,USA,USD,15000.0,11.0,0,60,59,126,584,0,19,1,0
"Imperial strongholds of Humanity, a Stl Kickstarter.",https://www.kickstarter.com/projects/tartessosminiatures/imperial-strongholds-of-humanity-a-stl-kickstarter?ref=discovery,Games,Tabletop Games,Spain,EUR,2000.0,2108.0,105,30,22,47,307,0,47,0,1
In the name Of Woman,https://www.kickstarter.com/projects/in-the-name-of-woman/in-the-name-of-woman?ref=discovery,none,Music,Italy,EUR,5000.0,981.0,19,35,30,53,85,1,11,1,0
In This World,https://www.kickstarter.com/projects/lamemage/in-this-world?ref=discovery,Games,Tabletop Games,USA,USD,2000.0,25098.36,1254,35,20,55,335,0,15,0,1
Ina Changes the Sky,https://www.kickstarter.com/projects/vulgarscullerymaid/ina-changes-the-sky?ref=discovery,Publishing,Children's Books,USA,USD,500.0,391.0,78,30,6,121,235,0,11,0,0
Incubation by Flesh Cube - An Immersive Experience,https://www.kickstarter.com/projects/incubation/incubation-by-flesh-cube-an-immersive-experience?ref=discovery,Art,Mixed Media,AU,AUD,800.0,813.32,101,60,23,113,384,0,10,1,1
Independent Indigenous,https://www.kickstarter.com/projects/indigenousfilm/independent-indigenous?ref=discovery,Film & Video,Documentary,Sweden,EUR,6000.0,531.0,8,45,29,134,412,0,20,1,0
Index to the Firmament,https://www.kickstarter.com/projects/v1560873/index-to-the-firmament?ref=discovery,Art,Illustration,Canada,CAD,3000.0,503.29,16,60,21,115,262,0,9,0,0
Infernal,https://www.kickstarter.com/projects/charlesluke/infernal-0?ref=discovery,Film & Video,Horror,USA,USD,12400.0,101.0,0,45,36,134,201,0,10,0,0
Infiltrating The Art World Book,https://www.kickstarter.com/projects/purplepalmpress/infiltrating-the-art-world-book?ref=discovery,Publishing,Art Books,USA,USD,3000.0,452.0,15,30,14,110,320,0,12,1,0
Infinite Bonheur,https://www.kickstarter.com/projects/brittainylabuck/infinite-bonheur?ref=discovery,Photography,Photobooks,USA,USD,20000.0,13751.0,68,30,4,131,744,0,17,1,0
Infinite of One Publishing,https://www.kickstarter.com/projects/2028767955/infinite-of-one-publishing?ref=discovery,Publishing,Fiction,USA,USD,3333.0,1.0,0,30,17,120,361,0,13,0,0
Inheritance: An LGBT+ Urban Fantasy Book Series,https://www.kickstarter.com/projects/akfaulkner/runes-of-fall-queer-urban-fantasy-audiobook-production?ref=discovery,Publishing,Fiction,UK,GBP,700.0,3793.0,541,30,16,78,1345,1,35,1,1
Inkheart Dice - Tabletop Game Dice Set,https://www.kickstarter.com/projects/inkheartdice/inkheart-dice-tabletop-game-dice-set?ref=discovery,Games,Tabletop Games,USA,USD,2000.0,9948.0,497,30,16,109,651,0,20,1,1
Inky and the Alien Aquarium (New GBA Homebrew Puzzle Game),https://www.kickstarter.com/projects/pocketpulp/inky-and-the-alien-aquarium-new-gba-homebrew-puzzle-game?ref=discovery,Games,Video Games,USA,USD,10000.0,12867.0,128,30,3,133,433,0,14,1,1
Innovative construction software,https://www.kickstarter.com/projects/antoniogaldiero/innovative-construction-software?ref=discovery,Technology,Software,Italy,EUR,2000.0,1.0,0,30,18,92,446,0,11,0,0
Innovative Laser Cut Sofa Arm Tray with Detachable Cover,https://www.kickstarter.com/projects/lohn/innovative-laser-cut-sofa-arm-tray-in-with-detachable-cover?ref=discovery,Design,Product Design,Italy,EUR,300.0,188.0,62,30,9,110,46,0,15,0,0
Inolvidable! A QBIPOC Cabaret,https://www.kickstarter.com/projects/bengbrave/inolvidable-a-qbipoc-cabaret?ref=discovery,Theater,Festivals,USA,USD,4000.0,271.0,6,32,17,124,430,0,12,0,0
Insomniac's Delight - Issue #1,https://www.kickstarter.com/projects/horrorcomicanthology/insomniacs-delight-issue-1?ref=discovery,Comics,Comic Books,UK,GBP,500.0,868.0,173,30,14,78,488,1,24,1,1
Inspired by Nature: Handcrafted Sterling Silver Jewelry,https://www.kickstarter.com/projects/elaineserenum/inspired-by-nature-handcrafted-sterling-silver-jewelry?ref=discovery,Fashion,Jewelry,UK,GBP,3000.0,971.0,32,35,15,72,595,0,28,1,0
"Inspired by Ntozake Shange's novel ""Liliane""",https://www.kickstarter.com/projects/674876587/inspired-by-ntozake-shanges-novel-liliane?ref=discovery,Theater,Experimental,USA,USD,27800.0,3212.0,11,30,8,49,327,0,7,1,0
Instant Stain Removers & Mini Travel Sponges 🌿 ✨,https://www.kickstarter.com/projects/twopillars/biodegradable-travel-cellulose-sponge-n-go-and-stain-remover?ref=discovery,Design,Product Design,USA,USD,5000.0,77131.0,1542,60,10,134,677,1,82,3,1
Instrumental Stuff - a Nolen & Friends kickstarter album,https://www.kickstarter.com/projects/nolenandfriends/instrumental-stuff-a-nolen-and-friends-kickstarter-album?ref=discovery,Music,Indie Rock,USA,USD,41.0,165.1,402,55,5,134,229,0,11,1,1
Integrated Universe - a Fantasy LitRPG / Gamelit Adventure,https://www.kickstarter.com/projects/fairfieldpublishing/integrated-universe-a-fantasy-litrpg-gamelit-adventure?ref=discovery,Publishing,Fiction,USA,USD,600.0,178.0,29,23,16,121,470,0,27,1,0
Intercambio Idiomas Academy,https://www.kickstarter.com/projects/englishwithmarc/intercambio-idiomas-academy?ref=discovery,Technology,Web,Spain,EUR,1000.0,1.0,0,58,28,135,251,0,15,1,0
Into the Wild Omnibus Edition,https://www.kickstarter.com/projects/thirdkingdom/into-the-wild-omnibus-edition?ref=discovery,Games,Tabletop Games,USA,USD,1000.0,9105.0,910,28,22,83,252,0,16,0,1
"Introducing Howling Bread: Handcrafted, Bespoke Sourdough",https://www.kickstarter.com/projects/howlingbread/introducing-howling-bread-handcrafted-bespoke-sourdough?ref=discovery,Food,Small Batch,USA,USD,10000.0,10002.0,100,19,108,118,777,1,7,1,1
"Inuit Oracle Deck: Life, Gods & Monsters SHIPS WORLDWIDE",https://www.kickstarter.com/projects/best-on-deck/inuit-deck-life-gods-and-monsters-marsha-mclaughlin-radford?ref=discovery,Art,Illustration,USA,USD,800.0,181.0,22,39,34,135,2343,0,28,3,0
Inventor Tarskin Complete Series,https://www.kickstarter.com/projects/1913166532/inventor-tarskin-complete-series?ref=discovery,Publishing,Fiction,USA,USD,2100.0,1.0,0,60,38,122,243,0,19,1,0
INVESTIGATION,https://www.kickstarter.com/projects/investigation/investigation?ref=discovery,Games,Tabletop Games,Canada,CAD,15000.0,15849.29,105,60,14,133,224,0,39,10,1
